"Numéro de la circonscription";"Numéro du candidat";"Nom";"Prénom";"Numéro du parti politique";"Abréviation du parti politique";"Nombre total de votes";"Taux de vote";"Nombre de votes en avance"
"397";"844";"Longchamp";"Julien";"26";"O.N. - P.I.Q.";"160";"0.47";"0"
"397";"556";"St-Onge";"Raynald";"2";"B.P.";"157";"0.46";"0"
"397";"612";"Studd";"Eileen";"7";"P.M.L.Q.";"42";"0.12";"0"
"427";"204";"Heurtel";"David";"6";"P.L.Q./Q.L.P.";"15945";"62.02";"12163"
"427";"356";"Lavigne";"Odette";"8";"P.Q.";"3782";"14.71";"0"
"427";"372";"Fortier-Moreau";"Geneviève";"11";"Q.S.";"2795";"10.87";"0"
"427";"697";"Cayo";"Wilner";"27";"C.A.Q.-É.F.L.";"2380";"9.26";"0"
"427";"410";"Bourgault";"Marijo";"10";"P.V.Q./G.P.Q.";"304";"1.18";"0"
"427";"588";"Valiquette";"Benoit";"23";"P.N.";"181";"0.7";"0"
"427";"789";"Michaud";"Benjamin";"26";"O.N. - P.I.Q.";"177";"0.69";"0"
"427";"727";"Da Silva";"Ana";"2";"B.P.";"145";"0.56";"0"
"449";"293";"Rousselle";"Jean";"6";"P.L.Q./Q.L.P.";"17584";"50.48";"9424"
"449";"214";"Poirier";"Jean";"8";"P.Q.";"8160";"23.42";"0"
"449";"212";"Dydzak";"Joseph";"27";"C.A.Q.-É.F.L.";"6632";"19.04";"0"
"449";"655";"Moran";"Janina";"11";"Q.S.";"1676";"4.81";"0"
"449";"450";"Demers";"Andréanne";"10";"P.V.Q./G.P.Q.";"372";"1.07";"0"
"449";"619";"Boily";"Étienne";"26";"O.N. - P.I.Q.";"192";"0.55";"0"
"449";"467";"Boyer";"Jean-Marc";"0";"Ind";"117";"0.34";"0"
"449";"662";"Robert";"Alain";"22";"É.A.P. - P.C.Q.";"104";"0.3";"0"
"391";"549";"Chagnon";"Jacques";"6";"P.L.Q./Q.L.P.";"20297";"83.2";"18703"
"391";"552";"Laroche";"Denise";"8";"P.Q.";"1594";"6.53";"0"
"391";"597";"Desjardins";"Mélissa";"11";"Q.S.";"1523";"6.24";"0"
"391";"154";"Cahn";"Lisa Julie";"10";"P.V.Q./G.P.Q.";"981";"4.02";"0"
