Circonscription;age_moyen;age_median;Nombre_moyen_de_personnes_par_ménage;famille_revenu_median;famille_revenu_moyen;Nombre moyen de personnes par famille;temps_de_travail_semaines_travaillées_moyennes;ratio_hommes;ratio_femmes;ratio_0-14;ratio_15-29;ratio_30-44;ratio_45-59;ratio_60-74;ratio_75-plus;ratio_maison_individuelle;ratio_maison_jumelée;ratio_maison_rangée;ratio_appartement_pleinpied_ou_duplex;ratio_appartement_moinscinqétages;ratio_appartement_pluscinqétages;ratio_autre_maison;ratio_logement_mobile;ratio_propriétaires;ratio_locataires;ratio_logement_de_bande;ratio_moins30pourcent;ratio_plus30pourcent;ratio_maison_anglais;ratio_maison_français;ratio_maison_non_officielle;ratio_maison_autochtone;ratio_maison_non_autochtone;ratio_maison_français_et_anglais;ratio_maison_anglais_et_non_officielle;ratio_maison_français_et_non_officielle;ratio_maison_anglais_et_français_et_non_officielle;ratio_maison_non_officielles_multiples;ratio_canadiens;ratio_non_canadiens;ratio_1re_generation;ratio_2e_generation;ratio_3e_generation;ratio_bouddhiste;ratio_chrétienne;ratio_nda;ratio_anabaptiste;ratio_anglicane;ratio_baptiste;ratio_catholique;ratio_orthodoxe_chrétienne;ratio_témoins_jehovah;ratio_saints_derniers_jours;ratio_luthérienne;ratio_méthodiste;ratio_pentecôtiste;ratio_presbytérienne;ratio_réformée;ratio_église_unie;ratio_autres_chrétiennes;ratio_hindous;ratio_juive;ratio_musulmane;ratio_sikhe;ratio_spiritualité;ratio_autres_religions;ratio_aucune_religion;ratio_pas_travaillé;ratio_travail_plein;ratio_travail_partiel;ratio_travailleurs_sans_objet;ratio_travailleurs_permanents;ratio_travailleurs_temporaires;ratio_travailleurs_autonomes;ratio_industrie_sans_objet;ratio_industrie_11;ratio_industrie_21;ratio_industrie_22;ratio_industrie_23;ratio_industrie_31_33;ratio_industrie_41;ratio_industrie_44_45;ratio_industrie_48_49;ratio_industrie_51;ratio_industrie_52;ratio_industrie_53;ratio_industrie_54;ratio_industrie_55;ratio_industrie_56;ratio_industrie_61;ratio_industrie_62;ratio_industrie_71;ratio_industrie_72;ratio_industrie_81;ratio_industrie_91;ratio_langue_travail_anglais;ratio_langue_travail_français;ratio_langue_travail_non_officielle;ratio_langue_travail_autochtone;ratio_langue_travail_non-autochtone;ratio_langue_travail_francais_et_anglais;ratio_langue_travail_anglais_et_non_officielle;ratio_langue_travail_français_et_non_officielle;ratio_langue_travail_français_et_anglais_et_non_officielle;ratio_langue_travail_non_officielles_multiples;ratio_transport_automobile;ratio_transport_en_commun;ratio_transport_à_pied;ratio_transport_vélo;ratio_transport_autre;ratio_durée_moins_15;ratio_durée_15_29;ratio_durée_30_44;ratio_durée_45_59;ratio_durée_60_plus;ratio_aucun_diplôme;ratio_des;ratio_apprenti_métier;ratio_cegep_collège;ratio_université_inférieur_bac;ratio_bac;ratio_supérieur_bac;ratio_medecine_dentaire_opto_vétérinaire;ratio_maîtrise;ratio_doctorat
Saint-Henri-Sainte-Anne;39.2;36.0;1.9;93000;123700;2.7;40.6;0.4988172678888232;0.5011827321111768;0.12779420461265523;0.22542874039030159;0.29231224127735067;0.1662921348314607;0.13429923122412774;0.05387344766410408;0.011341505327070685;0.004582426394776034;0.06507045480581967;0.15706266468094857;0.507847405201054;0.24928399587581623;0.004124183755298431;0.0006873639592164051;0.3482296321760055;0.6517703678239944;0.0;0.7758958405346238;0.2241041594653762;0.18425910387648933;0.39251552273871454;0.06589472506572691;5.5937797169547465e-05;0.06583878726855737;0.12440566090507356;0.053252782905409184;0.04687587402808077;0.06315377300441909;0.0037478324103596803;0.8721585742862339;0.12784142571376614;0.3288069835111542;0.19435014548981572;0.47684287099903006;0.008916610850636303;0.3094022103148024;0.03872237106496986;0.00012558606831882115;0.005483924983255191;0.0020931011386470196;0.22551071667782988;0.01184695244474213;0.0026791694574681848;0.0004186202277294039;0.0010465505693235098;0.00016744809109176155;0.004604822505023443;0.0013395847287340924;0.0;0.0020093770931011385;0.013312123241795043;0.007283991962491627;0.012767916945746818;0.062081379772270594;0.0029303415941058274;0.00012558606831882115;0.00431178834561286;0.28281982585398524;0.31816281014775577;0.36465012545302483;0.3171870643992194;0.024043826722126408;0.7029522166987927;0.1454803692807142;0.12752358729836663;0.02403894918348717;0.002840044629272746;0.001825742975961051;0.005375798762551983;0.03560198803124049;0.06177097068668222;0.0322547925753119;0.09149000912871488;0.04625215539101329;0.05172938431889644;0.06674104878790953;0.01988031240490922;0.17060553808702708;0.0025357541332792373;0.03894918348716908;0.08083984176894209;0.10853027690435135;0.024748960340805357;0.05609088142813673;0.03763059133786388;0.04026777563647429;0.19174294431731503;0.28956903127383676;0.005053394355453852;0.0;0.005053394355453852;0.47644927536231885;0.009439359267734555;0.0030511060259344014;0.019450800915331808;0.00019069412662090009;0.4980784012298232;0.3093774019984627;0.13201383551114526;0.03670253651037663;0.02382782475019216;0.17486548808608762;0.38566487317448117;0.27632590315142197;0.08973866256725596;0.07340507302075326;0.14601338165597993;0.17654028436018956;0.07499303038751046;0.14413158628380263;0.03561471982157792;0.23982436576526345;0.037217730694173404;0.01163925285754112;0.11667131307499302;0.0173543350989685
Saint-Hyacinthe;43.9;44.4;2.1;92000;105200;2.8;42.4;0.4893096342091705;0.5106903657908295;0.16461647452824113;0.1590133316158949;0.183808849101565;0.1861917949378502;0.20042506601404006;0.1059444838024087;0.4486594409583571;0.05191100969766115;0.019252709640616088;0.07201939532230463;0.39189960068454077;0.004420992584141472;0.00713063320022818;0.004706217912150599;0.5500926321789938;0.44990736782100615;0.0;0.8578054790549355;0.1421945209450645;0.003274478330658106;0.8977207062600321;0.017913322632423755;0.0;0.017913322632423755;0.023242375601926164;0.0012841091492776886;0.030240770465489567;0.008025682182985553;0.0003852327447833066;0.9554758107389686;0.04452418926103137;0.08406432748538012;0.040271132376395534;0.8756645401382244;0.0009267124874507684;0.4192601745308518;0.032164645918603754;0.0;0.0005019692640358329;0.002780137462352305;0.3723067418333462;0.0011583906093134604;0.0016989728936597421;0.0002702911421731408;0.0;0.00015445208124179472;0.0037454629701135222;0.0;0.00030890416248358944;0.00019306510155224342;0.0037454629701135222;0.0;7.722604062089736e-05;0.01115916286971967;0.0;0.0;0.0016603598733492934;0.14788786778901847;0.34499039692701666;0.35907490396927016;0.2959346991037132;0.017848289538919187;0.7452900347050074;0.1279127416955875;0.10894893406048586;0.017857142857142856;0.04712301587301587;0.00248015873015873;0.006448412698412698;0.07886904761904762;0.16728670634920634;0.04501488095238095;0.10912698412698413;0.038070436507936505;0.009672619047619048;0.033234126984126984;0.008804563492063492;0.04985119047619048;0.0013640873015873015;0.03125;0.0757688492063492;0.1388888888888889;0.011532738095238096;0.045262896825396824;0.04898313492063492;0.03311011904761905;0.005072046109510086;0.8676657060518732;0.003573487031700288;0.0;0.003573487031700288;0.10824207492795389;0.0;0.007031700288184438;0.00484149855907781;0.0;0.9015622630062187;0.011982405581677538;0.06188381616866374;0.011375701501592598;0.013195813741847414;0.44896101926285453;0.325800091005612;0.13286819353860155;0.05293493098741089;0.03943576520552101;0.23857543017206884;0.2366546618647459;0.1935174069627851;0.1676670668267307;0.034013605442176874;0.08523409363745499;0.011924769907963186;0.006402561024409764;0.022088835534213685;0.00392156862745098
Saint-Jean;43.3;44.0;2.2;101000;114100;2.8;42.5;0.4904366427582736;0.5095633572417264;0.16513588324106693;0.15683190739808756;0.18998490186210368;0.19797433316557625;0.19709360845495721;0.09297936587820835;0.4839943342776204;0.03385269121813031;0.021671388101983;0.04277620396600566;0.38271954674220965;0.004532577903682719;0.010481586402266289;0.019971671388101984;0.5925768522453605;0.40742314775463945;0.0;0.8435722411831627;0.15642775881683732;0.016105602223204698;0.8858712815006632;0.007389629255352744;0.0;0.007389629255352744;0.05532748057853849;0.0019579359565464536;0.01597928377439525;0.009663361333922819;0.00031579612202362154;0.9820166987797045;0.01798330122029544;0.05606936416184971;0.054271034039820164;0.8896596017983301;0.001065003233045529;0.4078582024266859;0.024419002700543913;0.0;0.001179110722300407;0.00239625727435244;0.36989844433456315;0.0020158989768361796;0.002510364763607318;0.0006466091057776425;0.00015214331900650414;0.0;0.001179110722300407;7.607165950325207e-05;0.0;0.0003803582975162603;0.0029287588908752044;0.0003423224677646343;0.00015214331900650414;0.008862348332128865;0.0;0.0;0.001331254041306911;0.17260659541287893;0.35115919629057185;0.3589644513137558;0.28987635239567233;0.016063294174058978;0.7650443538719731;0.11448093982258452;0.10441141213138336;0.016061368812177873;0.008629989212513484;0.002157497303128371;0.006472491909385114;0.08629989212513485;0.12141915378161333;0.029485796476087737;0.12297734627831715;0.04890327220424308;0.017739422270166606;0.038115785688601224;0.013903871509049502;0.06088936833273403;0.0013184705741340046;0.03763634184346158;0.0731151863837948;0.14479204123217068;0.013064844780055136;0.05082104758480163;0.04003356106915978;0.06616325062927005;0.017247210010145418;0.7578626986810957;0.0013527223537368955;0.0;0.0013527223537368955;0.21632284973509186;0.0005636343140570398;0.002029083530605343;0.0032690790215308308;0.0;0.9109484598963099;0.032479414455626715;0.036596523330283626;0.008081732235437634;0.011893870082342177;0.3896004879536444;0.27493138151875574;0.1973162549557792;0.0827996340347667;0.05535224153705398;0.19840779100324626;0.24509197712165715;0.18434070180862575;0.18418611841088267;0.033080847117019634;0.11060442108517546;0.013294172205905086;0.0038645849435770597;0.02396042665017777;0.003168959653733189
Saint-Jérôme;44.3;45.2;2.1;88000;99300;2.8;41.0;0.48410422640568507;0.5158957735943149;0.15527021130711213;0.1615657919341769;0.18157451848158077;0.18780776662718943;0.20756716324876892;0.10621454840117185;0.371956114530372;0.041744715012041744;0.017393631255017392;0.11118544286861119;0.41544019266791543;0.03585763981803586;0.0060208723575060205;0.0004013914905004014;0.5099665551839465;0.4900334448160535;0.0;0.7883583690987125;0.21164163090128754;0.008823529411764706;0.8924906132665832;0.010450563204005007;0.0;0.010450563204005007;0.04355444305381727;0.002002503128911139;0.021339173967459324;0.010387984981226533;0.0005006257822277847;0.978493933363292;0.02150606663670797;0.06644411632535148;0.05341208191564486;0.8801438017590036;0.0013920037120098987;0.39803572809527493;0.027028072074858866;0.00023200061866831645;0.00042533446755858015;0.000889335704895213;0.3554249477998608;0.0021653391075709535;0.003480009280024747;0.00011600030933415822;7.733353955610548e-05;0.0;0.0017013378702343206;0.0;0.0;7.733353955610548e-05;0.006109349624932333;0.0001933338488902637;0.00030933415822442193;0.011406697084525559;0.0;0.0;0.002126672337792901;0.18880983682623154;0.3933562428407789;0.3040855288277969;0.3025582283314242;0.019667554878822484;0.754726557543459;0.12130440299454384;0.10430148458317473;0.019672547277573296;0.006599822312476203;0.002792232516816855;0.007488259931463384;0.09074755679654778;0.11752760502601853;0.033379870541946945;0.14265769767737022;0.052544739180099;0.011042010407412109;0.018784109658586116;0.012438126665820535;0.05508313237720523;0.0005076786394212463;0.04327960401066125;0.07437492067521259;0.16131488767610103;0.013453483944663029;0.05686000761517959;0.038583576596014725;0.040868130473410334;0.01289178001182732;0.7963335304553518;0.0008279124778237729;0.0;0.0008279124778237729;0.18273211117681845;0.0010644589000591367;0.0022471910112359553;0.003075103489059728;0.0;0.9097167892348615;0.027695196369895165;0.04255984978876545;0.00453763104365514;0.01549053356282272;0.3355242566510172;0.3165884194053208;0.18466353677621283;0.08779342723004695;0.07543035993740219;0.23302528068433515;0.24058657297792713;0.20163446116245323;0.17093103184907965;0.035133277323760786;0.08378522874818606;0.01359505079049874;0.001833040556022302;0.017643015351714655;0.001833040556022302
Saint-Laurent;39.5;39.2;2.6;97000;130800;3.3;39.7;0.49563411777233524;0.5043658822276648;0.19624128201032848;0.17925783953575042;0.21130809774796358;0.19986157695788745;0.13544162274397062;0.07788958100409946;0.14854221362443001;0.05527152134862512;0.08940168578140113;0.06287135553406108;0.48942932154207547;0.15241122011883376;0.0008290728202293769;0.0012436092303440651;0.4978605935127674;0.5021394064872325;0.0;0.78103711942166;0.21896288057834004;0.13853950702603088;0.21446671273900023;0.13895415802810412;0.0;0.13895415802810412;0.0700299470168164;0.09228288412808108;0.09214466712739;0.10481455885740613;0.009813407049067035;0.8181228724266494;0.18187712757335062;0.5521694493975252;0.2749770357162155;0.17285351488625925;0.023793615441722347;0.31306607275426873;0.05003711952487008;0.0;0.0031551596139569415;0.003711952487008166;0.1676317743132888;0.059428359317000745;0.003860430586488493;0.0002969561989606533;0.0004083147735708983;0.0002969561989606533;0.007461024498886414;0.0012991833704528583;0.0;0.0011878247958426132;0.01429101707498144;0.022939866369710467;0.040274684484038606;0.1419079435783222;0.006198960653303638;0.00011135857461024499;0.003711952487008166;0.13492947290274684;0.36866608191080225;0.32001889211254303;0.3113150259766547;0.03339228128575887;0.6839696244668678;0.13908249245812962;0.14355560178924373;0.033388807988350325;0.0015602246723528188;0.0011441647597254005;0.005720823798627002;0.026419804451841066;0.1147285209070106;0.05315165383815269;0.10703141252340337;0.06563345121697524;0.02402745995423341;0.04909506969003537;0.02132307052215519;0.11379238610359892;0.00249635947576451;0.04483045558560433;0.06344913667568129;0.13459538173496985;0.009153318077803204;0.059704597462034534;0.03359683794466403;0.03515706261701685;0.20608239409249904;0.26136805285658765;0.011659541391371939;0.0;0.01156237854644384;0.44811504080839487;0.01778080062184221;0.007092887679751263;0.035172949863972014;0.001165954139137194;0.6767312110272399;0.24269773547751888;0.0508697079094191;0.009845749917952083;0.019855595667870037;0.17659609387822092;0.3970129656983424;0.2516001969473166;0.09634006236665026;0.07845068110946989;0.15230447398609892;0.19495242593967205;0.06957284567109792;0.158715162966462;0.04183818071394831;0.22342938119981107;0.0408934476010527;0.01599298198258992;0.08536338484378163;0.016937715095485525
Sanguinet;40.4;41.2;2.5;111000;120500;3.0;42.9;0.49360068259385664;0.5063993174061433;0.1881238802149987;0.16124904018428463;0.21133009128913915;0.211671359099053;0.15911611637232317;0.06850951284020135;0.5768052516411378;0.07045951859956236;0.03304157549234136;0.03172866520787746;0.2647702407002188;0.00700218818380744;0.0024070021881838076;0.013785557986870898;0.7436514886164624;0.25634851138353765;0.0;0.874258078698615;0.12574192130138492;0.03766980581715143;0.7626468872406034;0.03408617384782065;0.0;0.03408617384782065;0.059421618468205685;0.008167347278939911;0.03791982665222102;0.024168680723393617;0.0018334861238436537;0.9708992397098662;0.029100760290133705;0.12101354303189166;0.09314110965487113;0.7858453473132372;0.0009829280910501812;0.40832902224521467;0.03367822038282463;0.0;0.001396792550439731;0.0019141231246766683;0.3465080186239007;0.013450594930160372;0.0020175892395240557;0.00020693222969477495;0.0;0.0;0.0017071908949818934;0.00015519917227108123;0.0;0.0009829280910501812;0.00594930160372478;0.0008277289187790998;0.00010346611484738747;0.01924469736161407;0.0017071908949818934;0.0;0.0013450594930160373;0.1594930160372478;0.28316381735555074;0.4123566327634711;0.30447954988097814;0.01541749351244085;0.785376278430774;0.11265455655625095;0.08655167150053426;0.015410436374732987;0.013121757705218187;0.0028989929813854134;0.00961245041196216;0.0823924321025328;0.10405859017393958;0.04485810192249008;0.1281660054928288;0.068660360085444;0.02014037229173024;0.043179737564845895;0.014952700640830027;0.0617943240768996;0.0010680500457735734;0.0320415013732072;0.0732377174244736;0.1235886481537992;0.011595971925541654;0.04195910894110467;0.04653646628013427;0.06072627403112603;0.03233256351039261;0.6492494226327945;0.0030311778290993074;0.0;0.0030311778290993074;0.299364896073903;0.0021651270207852192;0.0037528868360277136;0.007072748267898383;0.0;0.9065757818765036;0.04570970328789094;0.02967121090617482;0.00821972734562951;0.009823576583801123;0.25716576468230107;0.34936861094407695;0.2655842854279415;0.08117859290438965;0.04670274604129084;0.19571567672833495;0.24613220815752462;0.17213026073785567;0.17851346965271017;0.04100400302931949;0.11262577085361895;0.016553067185978577;0.002488369576977172;0.0312669046846262;0.0035702693930542034
Sherbrooke;43.4;41.2;1.9;83000;103800;2.7;39.8;0.4884363134276838;0.5115636865723162;0.13057588730838282;0.23415274133406988;0.1780140864521475;0.15833448418726695;0.18174285319707223;0.11717994752106063;0.243646408839779;0.032044198895027624;0.03218232044198895;0.05897790055248619;0.5732044198895028;0.05842541436464088;0.0005524861878453039;0.0009668508287292818;0.37548369264787174;0.6245163073521283;0.0;0.8015564202334631;0.19844357976653695;0.020157995096703896;0.776491419231817;0.033369654045219285;0.0;0.033369654045219285;0.061836011985834924;0.00715064015254699;0.04705802233723781;0.018591664396622173;0.0019749387087986923;0.9277099732794107;0.0722900267205893;0.15930098209127672;0.07112940496822646;0.7695696129404969;0.00200665845760934;0.36854106808956993;0.028503671272859944;0.0;0.0012313585989875496;0.0022346878277922197;0.3153190130888858;0.006430428239157204;0.0033748346787066176;0.0004104528663291832;0.00027363524421945547;0.0;0.002690746568157979;0.0005472704884389109;0.0;0.0015505997172435809;0.005883157750718292;0.0016418114653167328;0.0004104528663291832;0.029507000501664615;0.0003648469922926073;0.0;0.0033748346787066176;0.22570347060701418;0.3731293370119555;0.28057854694423545;0.34629211604380905;0.02440677966101695;0.6786440677966101;0.19538983050847458;0.10155932203389831;0.024400162667751118;0.012471194252406127;0.0024400162667751117;0.0032533550223668157;0.03971804256472821;0.1168496678866748;0.016131218652568793;0.11983190999051105;0.024942388504812254;0.019520130134200894;0.025620170801138674;0.014097871763589535;0.09163616646333198;0.0006777822963264199;0.03497356649044327;0.12132303104242917;0.1634810898739325;0.0177578961637522;0.06642266503998916;0.040531381320319915;0.04392029280195201;0.028949338657349638;0.7262290990766159;0.0016221612178687298;0.0;0.0016221612178687298;0.22922385824806588;0.0009982530571499876;0.004616920389318692;0.006738208135762416;0.0;0.8241479332849891;0.07577955039883974;0.07160986221899927;0.013959390862944163;0.014503263234227702;0.40703153316418994;0.4113809351214208;0.11507792678506705;0.038057267125770206;0.02845233780355201;0.14742035287231373;0.1940797725562338;0.13379045070658083;0.18730663098921316;0.03637427878585166;0.1664854920980015;0.021991805334894223;0.011623045405134208;0.07826741366334977;0.022660757588427127
Soulanges;41.0;42.4;2.5;112000;129600;3.0;42.3;0.5009607993850884;0.4990392006149116;0.18665129387650525;0.15776325903151422;0.19145529080194723;0.22034332564693826;0.1811427107353318;0.06264411990776327;0.7741042345276873;0.04022801302931596;0.0249185667752443;0.025407166123778503;0.1257328990228013;0.0014657980456026058;0.0026058631921824105;0.005537459283387622;0.8246213971665852;0.17537860283341475;0.0;0.8695580745851815;0.13044192541481847;0.20476341695776437;0.6266116227373769;0.012829469672912035;0.0;0.012829469672912035;0.10047634169577643;0.015433470943156558;0.007812003810733566;0.018545570022229278;0.0006986344871387743;0.9777921239509361;0.02220787604906391;0.09251129761136218;0.11142672692059394;0.7960619754680439;0.0018136214547559329;0.4022766737410766;0.027088558749758827;0.0;0.009145282654833109;0.0017750337642292108;0.33567431989195445;0.006675670461122902;0.001427744549488713;0.00034728921474049776;0.0011190430252749372;0.0001543507621068879;0.0013505691684352692;0.0021609106694964308;0.00011576307158016593;0.004746285934786803;0.0105344395137951;0.001427744549488713;0.004669110553733359;0.005942504341115184;0.0025853752652903726;0.0;0.001582095311595601;0.17738761335134093;0.30063643595863165;0.388703261734288;0.31066030230708036;0.012080073630924988;0.7271053842613898;0.11033133916244822;0.150483202945237;0.012075905692926969;0.022081656124209315;0.0041403105232892465;0.008855664174813111;0.08809660724554341;0.10891316848763657;0.06486486486486487;0.11420356526739506;0.07107533064979873;0.014491086831512363;0.02702702702702703;0.011845888441633123;0.07740080506037952;0.0014951121334100057;0.03726279470960322;0.07050028752156412;0.11305347901092581;0.017136285221391604;0.045313398504887865;0.043588269120184014;0.046578493387004025;0.12733519433111445;0.4607043160833154;0.002362035645265192;0.0;0.002362035645265192;0.3970367189177582;0.0017178441056474125;0.0008589220528237063;0.007408202705604466;0.00021473051320592657;0.9479118508244722;0.009862844814301126;0.02095854523038989;0.006472491909385114;0.014794267221451687;0.22795930949445128;0.3578914919852034;0.23612823674475955;0.10403822441430333;0.07398273736128237;0.1614956245027844;0.24160700079554495;0.17199681782020684;0.1957040572792363;0.029832935560859187;0.13571996817820206;0.017899761336515514;0.005409705648369133;0.03436754176610979;0.0059665871121718375
Taillon;42.9;43.2;2.2;100000;122700;2.9;41.3;0.485516963926512;0.514483036073488;0.16579511933494234;0.16251005631536605;0.19891391794046662;0.1908688656476267;0.18449986591579512;0.09741217484580317;0.2669710806697108;0.05951293759512938;0.0395738203957382;0.027245053272450533;0.5863013698630137;0.019178082191780823;0.00106544901065449;0.00015220700152207003;0.5198298130983133;0.48017018690168667;0.0;0.8317586101798232;0.16824138982017678;0.022074190177638453;0.6988636363636364;0.04649947753396029;0.0;0.04649947753396029;0.058124346917450366;0.009730929989550679;0.07993730407523511;0.03631138975966562;0.001959247648902821;0.9109631786977325;0.08903682130226753;0.2421636615811373;0.12031900138696255;0.6375173370319002;0.003484320557491289;0.37983395706972944;0.040392308684991614;0.0;0.0003441304254312384;0.002839076009807717;0.3073084699100959;0.011485352948767583;0.0021077988557663355;0.0012904890953671442;0.00021508151589452404;0.0;0.0031832064352389556;0.00038714672861014324;0.0;0.0004301630317890481;0.009635651912074676;0.001978749946229621;0.0011614401858304297;0.0501139932034241;0.0001720652127156192;0.0;0.0024519292811975737;0.18118466898954705;0.3550251256281407;0.34773869346733666;0.29723618090452264;0.023255813953488372;0.7392490580745745;0.1340782122905028;0.10341691568143432;0.023249772697752955;0.0031172879594752565;0.0012988699831146902;0.011430055851409274;0.050136381348227045;0.09066112482140538;0.03974542148330952;0.11663852448369919;0.0498766073516041;0.03442005455253929;0.04805818937524354;0.015846213793999222;0.0952071697623068;0.0022080789712949733;0.04675931939212885;0.07156773606961943;0.1459929861020912;0.01688530978049097;0.04429146642421094;0.03351084556435901;0.059098584231718404;0.03719460313601556;0.6426400875167133;0.0026741217940926217;0.0;0.0026741217940926217;0.2964628661723593;0.0024310198128114744;0.004862039625622949;0.010818038167011062;0.00024310198128114745;0.7692016647748771;0.1541808550889141;0.047105561861521;0.01570185395384033;0.013810064320847523;0.24943267776096822;0.38161875945537066;0.2083963691376702;0.09190620272314674;0.06864599092284418;0.16045557323507245;0.19579599698517713;0.13131228540323256;0.17502721715099237;0.0453060882673143;0.1773720793903358;0.03115316975127711;0.00669960639812411;0.06657733858135835;0.010300644837115819
Taschereau;46.1;43.6;1.6;95000;115000;2.5;40.4;0.4914896939412867;0.5085103060587133;0.08897908211052138;0.20808616921635967;0.2186231657820793;0.15477677177645957;0.2095691539182017;0.11996565719637839;0.028533859303090072;0.006969099276791585;0.008941485864562788;0.05719921104536489;0.6574621959237343;0.22656147271531887;0.014201183431952662;0.00013149243918474687;0.3021819137749737;0.6978180862250263;0.0;0.7814525730916788;0.2185474269083212;0.012987012987012988;0.8339236521054703;0.01912632821723731;0.00015741833923652105;0.01904761904761905;0.05871704053522235;0.003463203463203463;0.03510428964974419;0.016056670602125147;0.0014167650531286896;0.9126039458666232;0.08739605413337681;0.16271296975625663;0.06929159533708323;0.7679954349066601;0.0037771984891206045;0.3475554609778156;0.024152790338883866;0.0;0.0015959993616002555;0.0006915997233601106;0.3086662765334894;0.0034579986168005532;0.0010639995744001702;0.00010639995744001702;0.00015959993616002555;0.0;0.0019151992339203063;0.00010639995744001702;0.00026599989360004254;0.0005319997872000851;0.004734798106080757;0.0018087992764802894;0.0011171995531201787;0.017715592913762835;0.0;0.00010639995744001702;0.003191998723200511;0.27727828908868435;0.3552702460046687;0.3148680193930688;0.32986173460226254;0.018989149057681325;0.6683323814962878;0.19988577955454026;0.11279268989149058;0.01899728610198543;0.007427510355663477;0.0018568775889158692;0.0022853878017426083;0.02271104127981717;0.0428510212826739;0.015854877874589345;0.0824167976003428;0.02185402085416369;0.02799600057134695;0.03928010284245108;0.01614055134980717;0.1261248393086702;0.0007141836880445651;0.03599485787744608;0.10784173689472933;0.13755177831738324;0.03256677617483217;0.08127410369947151;0.04527924582202542;0.132981002713898;0.019726459758022095;0.7409258285113098;0.0013150973172014729;0.0;0.0013150973172014729;0.2227774855339295;0.0006575486586007364;0.004471330878485008;0.008811152025249869;0.0;0.48426445474505975;0.19712124908514272;0.261527201756526;0.038789948767992195;0.018297145645279338;0.33382101926359425;0.4781760546208242;0.1241160692514021;0.03633260180443794;0.027554255059741527;0.09829443447037702;0.15933572710951527;0.08716337522441651;0.16481149012567325;0.04658886894075404;0.2258527827648115;0.03357271095152603;0.015170556552962297;0.1348294434470377;0.03438061041292639
Terrebonne;40.4;41.6;2.6;114000;127800;3.1;42.6;0.49258730847962284;0.5074126915203772;0.1920238169075234;0.1644234943869007;0.1973578118216213;0.2119332630403771;0.1700055820877008;0.0642560317558767;0.618732871191359;0.057230372400451396;0.012735773013058197;0.055295824600999514;0.23585361921650813;0.013703046912784136;0.0019345477994518782;0.004513944865387715;0.7371898163067999;0.26281018369320014;0.0;0.8642672692059393;0.13573273079406067;0.01984591679506934;0.8059784283513097;0.01793528505392912;0.0;0.01793528505392912;0.04949152542372881;0.0038828967642526965;0.058489984591679506;0.02588597842835131;0.0005546995377503852;0.9744994333207405;0.02550056667925954;0.13001322168356105;0.11817666687653466;0.7518101114399043;0.0015966729790947236;0.4102335598381048;0.03635215922171475;0.0;0.0006683747354350006;0.0059039768296758385;0.34369314173257587;0.005049942445508893;0.001411013330362779;0.0005941108759422227;7.426385949277784e-05;0.0;0.004381567710073892;0.00025992350822472246;0.0;0.0001856596487319446;0.011585162080873342;0.00044558315695666706;0.0005198470164494449;0.021462255393412795;7.426385949277784e-05;0.0;0.0020793880657977797;0.15342913371207903;0.30327933004617674;0.38702355795570165;0.3096971119981216;0.014994363021420518;0.7596392333709132;0.11319052987598648;0.11217587373167982;0.014990982867448151;0.004170423805229937;0.00281785392245266;0.007664562669071236;0.09524346257889992;0.09389089269612264;0.039562669071235346;0.13142470694319205;0.046212804328223625;0.0175834084761046;0.03651938683498648;0.016230838593327322;0.06199278629395852;0.001127141568981064;0.037984670874661855;0.07788548241659152;0.15633453561767358;0.014765554553651939;0.044860234445446345;0.038660955816050495;0.06007664562669071;0.019601576648556513;0.7385746244806648;0.001278363694471077;0.0;0.001278363694471077;0.2295728134654309;0.0005326515393629487;0.0031959092361776927;0.005965697240865026;0.0;0.9061731964724592;0.04973254300997542;0.025299985542865402;0.005204568454532312;0.013589706520167702;0.18719283029777392;0.35299219427580225;0.26770742989303264;0.1050881757733449;0.08701936976004626;0.17279699483487243;0.23462200657379872;0.18704022538738457;0.18837063703239942;0.04296447018312725;0.12012834559398967;0.01862576303020817;0.0037564564094537487;0.02919079668179684;0.0025043042729691657
